ParticipantID,TrialNum,Modality,Task,Dataset,ModalityOrder,TaskOrder,DatasetOrder,Repetition,Target,CorrectAnswer,UserAnswer,UserStartTime,UserEndTime,Drop Notes,Pick up phys,Use body reference frame
124,25,2d,advect,0-0,2,2,0,training1,B10,11:03,10:30,1695822660,1695822701,,,
124,26,2d,advect,0-1,2,2,1,1,H4,03:05,03:00,1695822759,1695822805,,,
124,27,2d,advect,0-1,2,2,1,2,J10,09:32,08:15,1695822807,1695822864,,,
124,28,2d,advect,0-1,2,2,1,3,B5,12:19,11:45,1695822866,1695822953,,,
124,29,2d,range,0-0,2,0,0,training1,J5,137-393,200-400,1695823023,1695823061,,,
124,30,2d,range,0-1,2,0,1,1,G6,647-1276,650-1300,1695823088,1695823159,*asked question,,
124,31,2d,range,0-1,2,0,1,2,J3,801-1495,800-1520,1695823161,1695823221,,,
124,32,2d,range,0-1,2,0,1,3,H4,979-1749,950-1750,1695823223,1695823284,,,
124,33,2d,compare,0-0,2,1,0,training1,B2-F10-E6,E6,E6,1695823318,1695823356,,,
124,34,2d,compare,0-1,2,1,1,1,E6-D1-I2,D1,D1,1695823368,1695823406,,,
124,35,2d,compare,0-1,2,1,1,2,H5-H10-E1,E1,E1,1695823411,1695823453,,,
124,36,2d,compare,0-1,2,1,1,3,A2-I5-F8,F8,F8,1695823456,1695823507,,,
125,1,2d,range,0-0,0,0,0,training1,J5,137-393,200-400,1695920268,1695920324,,,
125,2,2d,range,2-0,0,0,1,1,E7,1323-2040,1400-2000,1695920358,1695920413,,,
125,3,2d,range,2-0,0,0,1,2,D9,1752-2334,1800-2200,1695920423,1695920477,,,
125,4,2d,range,2-0,0,0,1,3,F10,1416-2154,1400-2100,1695920480,1695920517,,,
125,5,2d,compare,0-0,0,1,0,training1,H9-I1-A1,I1,I1,1695920588,1695920641,,,
125,6,2d,compare,2-0,0,1,1,1,J7-D3-D8,J7,J7,1695920662,1695920731,,,
125,7,2d,compare,2-0,0,1,1,2,A4-H6-I2,I2,I2,1695920740,1695920793,,,
125,8,2d,compare,2-0,0,1,1,3,J3-E8-F5,J3,J3,1695920797,1695920826,,,
125,9,2d,advect,0-0,0,2,0,training1,D9,09:06,04:00,1695920962,1695921049,,,
125,10,2d,advect,2-0,0,2,1,1,B3,07:34,08:00,1695921134,1695921199,,,
125,11,2d,advect,2-0,0,2,1,2,B5,03:30,03:15,1695921204,1695921241,,,
125,12,2d,advect,2-0,0,2,1,3,C7,07:23,10:00,1695921249,1695921317,,,
125,13,physical,compare,0-0,1,1,0,training1,J9-H3-D1,D1,D1,1695921737,1695921754,,,
125,14,physical,compare,2-0,1,1,1,1,H4-D9-B3,H4,H4,1695921785,1695921808,,,
125,15,physical,compare,2-0,1,1,1,2,H7-E1-E10,E1,E1,1695921811,1695921831,,,
125,16,physical,compare,2-0,1,1,1,3,J5-A10-F10,J5,J5,1695921832,1695921847,,,
125,17,physical,advect,0-0,1,2,0,training1,C7,02:48,03:00,1695921891,1695921901,,,
125,18,physical,advect,2-0,1,2,1,1,D9,09:41,06:15,1695921928,1695921947,,,One Finger
125,19,physical,advect,2-0,1,2,1,2,G8,04:52,05:15,1695921948,1695921968,,,
125,20,physical,advect,2-0,1,2,1,3,E7,05:36,05:45,1695921969,1695921982,,Pick Up,
125,21,physical,range,0-0,1,0,0,training1,I7,137-591,100-500,1695922021,1695922054,,,
125,22,physical,range,2-0,1,0,1,1,H10,1171-2040,1000-2000,1695922087,1695922121,,,
125,23,physical,range,2-0,1,0,1,2,G8,1073-1809,900-1800,1695922125,1695922171,,,
125,24,physical,range,2-0,1,0,1,3,C7,1415-2077,1000-2000,1695922175,1695922211,,,
125,25,3d,advect,0-0,2,2,0,training1,J5,08:06,04:00,1695922709,1695922737,,,
125,26,3d,advect,2-0,2,2,1,1,F10,06:59,07:00,1695922803,1695922821,,,
125,27,3d,advect,2-0,2,2,1,2,H10,04:53,06:00,1695922825,1695922858,,,
125,28,3d,advect,2-0,2,2,1,3,A7,08:20,11:00,1695922862,1695922883,,,
125,29,3d,range,0-0,2,0,0,training1,F10,536-1797,600-1700,1695922939,1695923012,,,
125,30,3d,range,2-0,2,0,1,1,B3,1150-1805,1000-2000,1695923040,1695923109,,,
125,31,3d,range,2-0,2,0,1,2,A7,1797-2345,1200-2500,1695923114,1695923190,,,
125,32,3d,range,2-0,2,0,1,3,B5,1409-2165,1600-2400,1695923193,1695923269,,,
125,33,3d,compare,0-0,2,1,0,training1,G6-C10-F1,G6,G6,1695923297,1695923321,,,
125,34,3d,compare,2-0,2,1,1,1,J8-C7-I3,I3,J8,1695923333,1695923353,,,
125,35,3d,compare,2-0,2,1,1,2,D1-D10-H9,D1,D1,1695923354,1695923372,,,
125,36,3d,compare,2-0,2,1,1,3,C8-A3-G4,G4,G4,1695923376,1695923389,,,
